Text Key	Specified	Default	Translate Value	Afrikaans (af)	Arabic (ar)	Armenian (hy)	Azerbaijani (az)	Basque (eu)	Belarusian (be)	Bengali (bn)	Bulgarian (bg)	Burmese (my)	Catalan (ca)	Chinese (zh-rCN)	Taiwanese (zh-rTW)	Croatian (hr)	Czech (cs)	Danish (da)	Dutch (nl)	Estonian (et)	English (en)	Finnish (fi)	French (fr)	German (de)	Greek (el)	Herbew (iw)	Hindi (hi)	Hungarian (hu)	Icelandic (is)	Indonesian (id)	Indonesian (in)	Italian  (it)	Japanese (ja)	Kannada (kn)	Khmer (km)	Korean (ko)	Lao (lo)	Latvian (lv)	Lithuanian (lt)	Macedonian (mk)	Malay (ms)	Malayalam (ml)	Marathi (mr)	Mongolian (mn)	Nepali (ne)	Norwegian Bokmal (nb)	Persian (fa)	Polish (pl)	Portuguese (pt)	Romanian (ro)	Russian (ru)	Serbian (sr)	Sinhala (si)	Slovak (sk)	Slovenian (sl)	Spanish (es)	Swahili (sw)	Swedish (sv)	Telugu (te)	Thai (th)	Turkish (tr)	Ukrainian (uk)	Vietnamese (vi)	Zulu (zu)
txt_check_your_internet_connection	Capfirstchar	Please check your internet connection or try again later.	Please check your internet connection or try again later.	Consulte su conexión a Internet o vuelva a intentarlo más tarde.	يرجى التحقق من اتصال الإنترنت الخاص بك أو المحاولة مرة أخرى لاحقًا.	Խնդրում ենք ստուգել ձեր ինտերնետային կապը կամ փորձել ավելի ուշ:	Zəhmət olmasa internet bağlantınızı yoxlayın və ya daha sonra yenidən cəhd edin.	Mesedez, egiaztatu zure Interneteko konexioa edo saiatu berriro geroago.	Калі ласка, праверце падключэнне да Інтэрнэту альбо паспрабуйце яшчэ раз пазней.	আপনার ইন্টারনেট সংযোগ পরীক্ষা করুন বা পরে আবার চেষ্টা করুন।	Моля, проверете вашата интернет връзка или опитайте отново по -късно.	ကျေးဇူးပြု. သင်၏အင်တာနက်ဆက်သွယ်မှုကိုစစ်ဆေးပါသို့မဟုတ်နောက်မှထပ်ကြိုးစားပါ။	Comproveu la vostra connexió a Internet o torneu -ho a provar més tard.	请检查您的互联网连接或稍后再试。	請檢查您的互聯網連接或稍後再試。	Molimo provjerite internetsku vezu ili pokušajte ponovo kasnije.	Zkontrolujte prosím připojení k internetu nebo zkuste to znovu později.	Kontroller din internetforbindelse eller prøv igen senere.	Controleer uw internetverbinding of probeer het later opnieuw.	Palun kontrollige oma Interneti -ühendust või proovige hiljem uuesti.	Please check your internet connection or try again later.	Tarkista Internet -yhteys tai yritä myöhemmin uudelleen.	Veuillez vérifier votre connexion Internet ou réessayer plus tard.	Bitte überprüfen Sie Ihre Internetverbindung oder versuchen Sie es später erneut.	Ελέγξτε τη σύνδεσή σας στο Διαδίκτυο ή δοκιμάστε ξανά αργότερα.	אנא בדוק את חיבור האינטרנט שלך או נסה שוב מאוחר יותר.	कृपया अपना इंटरनेट कनेक्शन देखें या बाद में पुनः प्रयास करें।	Kérjük, ellenőrizze az internetkapcsolatát, vagy próbálkozzon újra később.	Vinsamlegast athugaðu internettenginguna þína eða reyndu aftur seinna.	Silakan periksa koneksi internet Anda atau coba lagi nanti.	Silakan periksa koneksi internet Anda atau coba lagi nanti.	Controlla la tua connessione Internet o riprova più tardi.	インターネット接続を確認するか、後でもう一度お試しください。	ದಯವಿಟ್ಟು ನಿಮ್ಮ ಇಂಟರ್ನೆಟ್ ಸಂಪರ್ಕವನ್ನು ಪರಿಶೀಲಿಸಿ ಅಥವಾ ನಂತರ ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ.	សូមពិនិត្យមើលការភ្ជាប់អ៊ីនធឺណិតរបស់អ្នកឬព្យាយាមម្តងទៀតនៅពេលក្រោយ។	인터넷 연결을 확인하거나 나중에 다시 시도하십시오.	ກະລຸນາກວດເບິ່ງການເຊື່ອມຕໍ່ອິນເຕີເນັດຂອງທ່ານຫຼືລອງໃຫມ່ໃນພາຍຫຼັງ.	Lūdzu, pārbaudiet savu interneta savienojumu vai vēlāk mēģiniet vēlreiz.	Patikrinkite savo interneto ryšį arba bandykite dar kartą vėliau.	Проверете ја вашата Интернет врска или обидете се повторно подоцна.	Sila periksa sambungan internet anda atau cuba lagi kemudian.	ദയവായി നിങ്ങളുടെ ഇന്റർനെറ്റ് കണക്ഷൻ പരിശോധിക്കുക അല്ലെങ്കിൽ പിന്നീട് വീണ്ടും ശ്രമിക്കുക.	कृपया आपले इंटरनेट कनेक्शन तपासा किंवा नंतर पुन्हा प्रयत्न करा.	Интернет холболтоо шалгана уу эсвэл дараа дахин оролдоно уу.	कृपया तपाईंको इन्टर्नेट जडान जाँच गर्नुहोस् वा पछि पुन: प्रयास गर्नुहोस्।	Vennligst sjekk internettforbindelsen din eller prøv igjen senere.	لطفاً اتصال اینترنت خود را بررسی کنید یا بعداً دوباره امتحان کنید.	Sprawdź połączenie internetowe lub spróbuj ponownie później.	Por favor, verifique sua conexão com a Internet ou tente novamente mais tarde.	Vă rugăm să verificați conexiunea la internet sau să încercați din nou mai târziu.	Пожалуйста, проверьте подключение к Интернету или попробуйте еще раз позже.	Молимо проверите интернетску везу или покушајте поново касније.	කරුණාකර ඔබේ අන්තර්ජාල සම්බන්ධතාවය පරීක්ෂා කරන්න හෝ පසුව නැවත උත්සාහ කරන්න.	Skontrolujte svoje internetové pripojenie alebo skúste to znova neskôr.	Prosimo, preverite svojo internetno povezavo ali poskusite znova.	Consulte su conexión a Internet o vuelva a intentarlo más tarde.	Tafadhali angalia muunganisho wako wa mtandao au jaribu tena baadaye.	Kontrollera din internetanslutning eller försök igen senare.	దయచేసి మీ ఇంటర్నెట్ కనెక్షన్‌ను తనిఖీ చేయండి లేదా తరువాత మళ్లీ ప్రయత్నించండి.	โปรดตรวจสอบการเชื่อมต่ออินเทอร์เน็ตของคุณหรือลองอีกครั้งในภายหลัง	Lütfen internet bağlantınızı kontrol edin veya daha sonra tekrar deneyin.	Будь ласка, перевірте підключення до Інтернету або спробуйте пізніше.	Vui lòng kiểm tra kết nối Internet của bạn hoặc thử lại sau.	Sicela ubheke ukuxhumana kwakho kwe-inthanethi noma uzame futhi emuva kwesikhathi.
txt_do_you_want_to_continue	Capfirstchar	Do you want to continue with	Do you want to continue with	Quieres continuar con	هل تريد المتابعة	Do անկանում եք շարունակել	Davam etmək istəyirsən	Jarraitu nahi duzu?	Вы хочаце працягваць	আপনি কি চালিয়ে যেতে চান?	Искате ли да продължите с	သင်နှင့်အတူဆက်လက်ချင်ပါသလား	Voleu continuar amb	你想继续吗	你想繼續嗎	Želite li nastaviti s	Chcete pokračovat	Vil du fortsætte med	Wil je doorgaan	Kas soovite jätkata	Do you want to continue with	Haluatko jatkaa	Voulez-vous continuer avec	Möchten Sie mit weitermachen?	Θέλετε να συνεχίσετε	האם אתה רוצה להמשיך עם	क्या आप जारी रखना चाहते हैं	Folytatni akarja	Viltu halda áfram með	Apakah Anda ingin melanjutkan	Apakah Anda ingin melanjutkan	Vuoi continuare con	続けたいですか	ನೀವು ಮುಂದುವರಿಯಲು ಬಯಸುವಿರಾ	តើអ្នកចង់បន្តទេ	계속하고 싶습니까?	ທ່ານຕ້ອງການສືບຕໍ່ກັບ	Vai vēlaties turpināt ar	Ar norite tęsti	Дали сакате да продолжите со	Adakah anda mahu meneruskan	നിങ്ങൾ തുടരാൻ ആഗ്രഹിക്കുന്നുണ്ടോ	आपण सुरू ठेवू इच्छिता?	Та үргэлжлүүлэхийг хүсч байна уу?	के तपाइँ जारी राख्न चाहानुहुन्छ?	Vil du fortsette med	آیا می خواهید ادامه دهید	Chcesz kontynuować	Você quer continuar com	Vrei să continui cu	Вы хотите продолжить	Да ли желите да наставите са	ඔබට ඉදිරියට යාමට අවශ්යද?	Chcete pokračovať	Ali želite nadaljevati z	Quieres continuar con	Je! Unataka kuendelea na	Vill du fortsätta med	మీరు కొనసాగించాలనుకుంటున్నారా	คุณต้องการดำเนินการต่อด้วย	Devam etmek ister misin	Ви хочете продовжувати	Bạn có muốn tiếp tục với	Ngabe ufuna ukuqhubeka
txt_email_verified	Capfirstchar	Your email has been verified!	Your email has been verified!	¡Su correo electrónico ha sido verificado!	تم التحقق من بريدك الالكتروني!	Ձեր էլ. Փոստը հաստատվել է:	E-poçtunuz təsdiqləndi!	Zure posta elektronikoa egiaztatu da!	Ваш электронны ліст быў правераны!	আপনার ইমেল যাচাই করা হয়েছে!	Вашият имейл е проверен!	သင့်ရဲ့အီးမေးလ်ကိုအတည်ပြုပြီးပါပြီ	El vostre correu electrònic s'ha verificat.	您的电子邮件已经过验证！	您的電子郵件已經過驗證！	Vaša je e -pošta provjerena!	Váš e -mail byl ověřen!	Din e -mail er blevet verificeret!	Je e-mail is geverifieerd!	Teie e -post on kinnitatud!	Your email has been verified!	Sähköpostisi on vahvistettu!	Votre mail a été vérifié!	Deine Email wurde verifiziert!	Το email σας έχει επαληθευτεί!	הדוא"ל שלך אומת!	आपका ईमेल सत्यापित किया गया है!	Az e -mailt ellenőrizték!	Netfangið þitt hefur verið staðfest!	Email Anda telah diverifikasi!	Email Anda telah diverifikasi!	La tua email è stata verificata!	あなたのメールは検証されました！	ನಿಮ್ಮ ಇಮೇಲ್ ಪರಿಶೀಲಿಸಲಾಗಿದೆ!	អ៊ីមែលរបស់អ្នកត្រូវបានផ្ទៀងផ្ទាត់!	귀하의 이메일이 확인되었습니다!	ອີເມວຂອງທ່ານໄດ້ຮັບການຢັ້ງຢືນແລ້ວ!	Jūsu e -pasts ir pārbaudīts!	Jūsų el. Paštas buvo patikrintas!	Вашата е -пошта е потврдена!	E -mel anda telah disahkan!	നിങ്ങളുടെ ഇമെയിൽ പരിശോധിച്ചു!	आपले ईमेल सत्यापित केले गेले आहे!	Таны имэйлийг шалгасан байна!	तपाईंको ईमेल प्रमाणित गरिएको छ!	E -postadressen din er bekreftet!	ایمیل شما تأیید شده است!	Twój email został zweryfikowany!	Seu e -mail foi verificado!	E -mailul dvs. a fost verificat!	Ваше письмо было проверено!	Ваш е-маил је верификован!	ඔබගේ විද්යුත් තැපෑල සත්යාපනය කර ඇත!	Váš e -mail bol overený!	Vaše e -poštno sporočilo je bilo preverjeno!	¡Su correo electrónico ha sido verificado!	Barua pepe yako imethibitishwa!	Ditt e -postmeddelande har verifierats!	మీ ఇమెయిల్ ధృవీకరించబడింది!	อีเมลของคุณได้รับการยืนยันแล้ว!	Email adresin onaylandı!	Ваша електронна пошта була перевірена!	Email của bạn đã được xác minh!	I-imeyili yakho iqinisekisiwe!
txt_email_verified_failed_message	Capfirstchar	This email address is already taken. Please try another.	This email address is already taken. Please try another.	Esta dirección de correo electrónico ya está tomada. Por favor prueba otro.	عنوان البريد الإلكتروني هذا مأخوذ من قبل. من فضلك جرب آخر.	Այս էլ. Փոստի հասցեն արդեն վերցված է: Խնդրում ենք փորձել մեկ այլ:	Bu e-poçt ünvanı artıq alınmışdır. Xahiş edirəm başqasını sınayın.	Helbide elektroniko hau dagoeneko hartu da. Mesedez, saiatu beste bat.	Гэты адрас электроннай пошты ўжо прыняты. Калі ласка, паспрабуйце іншы.	এই ইমেল ঠিকানা ইতিমধ্যে নেওয়া হয়েছে। অন্য চেষ্টা করুন।	Този имейл адрес вече е взет. Моля, опитайте друг.	ဤအီးမေးလ်လိပ်စာကိုယူပြီးဖြစ်သည်။ ကျေးဇူးပြုပြီးနောက်ထပ်ကြိုးစားပါ	Aquesta adreça de correu electrònic ja està presa. Proveu -ne un altre.	此电子邮件地址已经采用。请尝试另一个。	此電子郵件地址已經採用。請嘗試另一個。	Ova adresa e -pošte već je uzeta. Molimo pokušajte drugi.	Tato e -mailová adresa je již pořízena. Zkuste prosím jiné.	Denne e -mail -adresse er allerede taget. Prøv en anden.	Dit e -mailadres is al genomen. Probeer alsjeblieft nog een.	See e -posti aadress on juba võetud. Proovige teist.	This email address is already taken. Please try another.	Tämä sähköpostiosoite on jo otettu. Kokeile toista.	Cette adresse e-mail est déjà prise. Veuillez en essayer un autre.	Diese E -Mail -Adresse ist bereits übernommen. Bitte versuchen Sie es mit einem anderen.	Αυτή η διεύθυνση email έχει ήδη ληφθεί. Δοκιμάστε ένα άλλο.	כתובת דוא"ל זו כבר נלקחת. אנא נסה אחר.	यह ईमेल पता पहले से ही लिया गया है। कृपया एक और प्रयास करें।	Ez az e -mail cím már elkészült. Kérjük, próbáljon ki egy másikat.	Þetta netfang er þegar tekið. Vinsamlegast prófaðu annað.	Alamat email ini sudah diambil. Tolong coba yang lain.	Alamat email ini sudah diambil. Tolong coba yang lain.	Questo indirizzo email è già preso. Per favore prova un altro.	このメールアドレスはすでに取得されています。別のものを試してください。	ಈ ಇಮೇಲ್ ವಿಳಾಸವನ್ನು ಈಗಾಗಲೇ ತೆಗೆದುಕೊಳ್ಳಲಾಗಿದೆ. ದಯವಿಟ್ಟು ಇನ್ನೊಂದನ್ನು ಪ್ರಯತ್ನಿಸಿ.	អាសយដ្ឋានអ៊ីមែលនេះត្រូវបានអនុវត្តរួចហើយ។ សូមព្យាយាមមួយទៀត។	이 이메일 주소는 이미 가져 왔습니다. 다른 것을 시도하십시오.	ທີ່ຢູ່ອີເມວນີ້ຖືກປະຕິບັດແລ້ວ. ກະລຸນາລອງໃຫມ່.	Šī e -pasta adrese jau ir ņemta. Lūdzu, izmēģiniet citu.	Šis el. Pašto adresas jau imamasi. Prašau pabandyti kitą.	Оваа адреса за е -пошта е веќе земена. Ве молиме, пробајте друг.	Alamat e -mel ini sudah diambil. Cuba yang lain.	ഈ ഇമെയിൽ വിലാസം ഇതിനകം എടുത്തിട്ടുണ്ട്. മറ്റൊന്ന് ശ്രമിക്കുക.	हा ईमेल पत्ता आधीच घेतला आहे. कृपया आणखी एक प्रयत्न करा.	Энэ имэйл хаягийг аль хэдийн авсан байна. Өөр оролдоно уу.	यो ईमेल ठेगाना पहिले नै लिइएको छ। कृपया अर्को प्रयास गर्नुहोस्।	Denne e -postadressen er allerede tatt. Vennligst prøv en annen.	این آدرس ایمیل قبلاً گرفته شده است. لطفا دیگری را امتحان کنید.	Ten adres e -mail jest już podjęty. Wypróbuj inny.	Este endereço de e -mail já foi obtido. Por favor, tente outro.	Această adresă de e -mail este deja luată. Vă rugăm să încercați altul.	Этот адрес электронной почты уже взят. Пожалуйста, попробуйте другой.	Ова адреса е-поште је већ преузета. Покушајте са другим.	මෙම විද්යුත් තැපැල් ලිපිනය දැනටමත් ගෙන ඇත. කරුණාකර තවත් එකක් උත්සාහ කරන්න.	Táto e -mailová adresa je už prijatá. Vyskúšajte iného.	Ta e -poštni naslov je že sprejet. Poskusite z drugim.	Esta dirección de correo electrónico ya está tomada. Por favor prueba otro.	Anwani hii ya barua pepe tayari imechukuliwa. Tafadhali jaribu mwingine.	Denna e -postadress har redan tagits. Vänligen prova en annan.	ఈ ఇమెయిల్ చిరునామా ఇప్పటికే తీసుకోబడింది. దయచేసి మరొకదాన్ని ప్రయత్నించండి.	ที่อยู่อีเมลนี้ใช้งานแล้ว โปรดลองอีกครั้ง	Bu e -posta adresi zaten alınmıştır. Lütfen başka bir deneyin.	Ця електронна адреса вже взята. Будь ласка, спробуйте інший.	Địa chỉ email này đã được sử dụng. Vui lòng thử bằng tài khoản khác.	Leli kheli le-imeyili selivele lithathiwe. Sicela uzame enye.
txt_quit_the_sign_up_title	Capfirstchar	Quit the sign up process	Quit the sign up process	Renunciar al proceso de registro	ترك عملية الاشتراك	Թողնել գրանցման գործընթացը	Qeydiyyat prosesindən çıxmaq	Izena eman prozesua	Кіньце працэс падпіскі	সাইন আপ প্রক্রিয়া ছেড়ে দিন	Напуснете процеса на регистрация	ဆိုင်းအင်လုပ်ခြင်းလုပ်ငန်းစဉ်ကိုဖြတ်ပါ	Deixeu el procés d’inscripció	退出注册过程	退出註冊過程	Prestanite postupak prijave	Ukončit proces registrace	Afslut tilmeldingsprocessen	Stop met het aanmeldingsproces	Lõpeta registreerumisprotsess	Quit the sign up process	Lopeta rekisteröintiprosessi	Quitter le processus d'inscription	Beenden Sie den Anmeldungsprozess	Σταματήστε τη διαδικασία εγγραφής	צא מתהליך ההרשמה	साइन अप प्रक्रिया छोड़ दें	Hagyja abba a regisztrációs folyamatot	Hætta við skráningarferlið	Keluar dari proses pendaftaran	Keluar dari proses pendaftaran	Emetti il ​​processo di iscrizione	サインアッププロセスを終了します	ಸೈನ್ ಅಪ್ ಪ್ರಕ್ರಿಯೆಯನ್ನು ತ್ಯಜಿಸಿ	ចាកចេញពីដំណើរការចុះឈ្មោះ	가입 프로세스를 종료하십시오	ລາອອກຈາກຂະບວນການລົງທະບຽນ	Pametiet reģistrēšanās procesu	Mesti registracijos procesą	Откажете се од процесот на пријавување	Berhenti proses pendaftaran	സൈൻ അപ്പ് പ്രോസസ്സ് ഉപേക്ഷിക്കുക	साइन अप प्रक्रिया सोडा	Бүртгүүлэх явцыг орхи	साइन अप प्रक्रिया छोड्नुहोस्	Avslutt registreringsprosessen	روند ثبت نام را ترک کنید	Przewiń proces rejestracji	Saia do processo de inscrição	Renunță la procesul de înscriere	Выйдите из процесса регистрации	Напустите поступак регистрације	ලියාපදිංචි වීමේ ක්රියාවලියෙන් ඉවත් වන්න	Ukončiť proces registrácie	Prenehajte s postopkom prijave	Renunciar al proceso de registro	Acha mchakato wa kujisajili	Avsluta registreringsprocessen	సైన్ అప్ ప్రాసెస్‌ను విడిచిపెట్టండి	ออกจากกระบวนการลงทะเบียน	Kayıt sürecinden çıkın	Кинути процес реєстрації	Thoát khỏi quá trình đăng ký	Yeka inqubo yokubhalisa
txt_how_tall_are_you	Capfirstchar	How tall are you?	How tall are you?	¿Cuánto mide?	كم طولك؟	Որքան է հասակդ?	Boyun neçədir?	Zenbat neurtzen duzu?	Які твой рост?	তুমি কতটা লম্বা?	Колко си висок?	သင်အရပ်ဘယ်လောက်မြင့်လဲ?	Quina alçada fas?	你有多高？	你有多高？	Koliko si visok?	Jak jsi vysoký?	Hvor høj er du?	Hoe lang ben je?	Kui pikk sa oled?	How tall are you?	Kuinka pitkä olet?	Quelle est votre taille?	Wie groß bist du?	Πόσο ψηλός είσαι?	מה הגובה שלך?	तुम कितने लंबे हो?	Milyen magas vagy?	Hvað ertu há?	Berapa tinggimu?	Berapa tinggimu?	Quanto sei alta?	あなたの身長は？	ನಿನ್ನ ಎತ್ತರವೆಷ್ಟು?	តើអ្នកខ្ពស់ប៉ុណ្ណា?	당신은 얼마나 키가 있습니까?	ເຈົ້າ​ສູງ​ເທົ່າ​ໃດ?	Cik garš tu esi?	Koks tavo ūgis?	Колку си висок?	Berapakah tinggi awak?	നിങ്ങൾക്ക് എത്ര ഉയരമുണ്ട്?	तू किती उंच आहेस?	Та хэр өндөр вэ?	तिमि कति अग्लो छौ?	Hvor høy er du?	قد شما چند سانتی متر است؟	Jaki jest Twój wzrost?	Quão alto é você?	Ce inaltime ai?	Какой у вас рост?	Колико сте високи?	ඔයාගේ උස කීය ද?	Aký si vysoký?	Kako visok si?	¿Cuánto mide?	Una urefu gani?	Hur lång är du?	మీరు ఎంత పొడవు ఉన్నారు?	คุณสูงเท่าไหร่?	Boyunuz kaç?	Наскільки ти високий?	Bạn cao bao nhiêu?	Umude kangakanani?
txt_what_is_your_ethnicity	Capfirstchar	What's is your ethnicity?	What's is your ethnicity?	¿Cuál es tu etnia?	ما هي عرقك؟	Ինչ է ձեր ազգությունը:	Etnik mənşəyiniz nədir?	Zein da zure etnia?	Якая ваша этнічная прыналежнасць?	আপনার জাতি কি?	Какъв е вашият етнос?	မင်းရဲ့လူမျိုးစုကဘာလဲ။	Quina és la vostra ètnia?	你的种族是什么？	你的種族是什麼？	Koja je tvoja etnička pripadnost?	Co je vaše etnicita?	Hvad er din etnicitet?	Wat is uw etniciteit?	Mis on teie etniline kuuluvus?	What's is your ethnicity?	Mikä on etnisyys?	Qu'est-ce que votre appartenance ethnique?	Was ist deine ethnische Zugehörigkeit?	Ποια είναι η εθνικότητά σας;	מה האתניות שלך?	आपकी जातीयता क्या है?	Mi az etnikai hovatartozásod?	Hver er þjóðerni þín?	Apa etnisitas Anda?	Apa etnisitas Anda?	Qual è la tua etnia?	あなたの民族性は何ですか？	ನಿಮ್ಮ ಜನಾಂಗೀಯತೆ ಏನು?	តើជនជាតិរបស់អ្នកគឺជាអ្វី?	당신의 민족은 무엇입니까?	ຊົນເຜົ່າຂອງທ່ານແມ່ນຫຍັງ?	Kāda ir jūsu etniskā piederība?	Kas yra jūsų etninė priklausomybė?	Која е твојата етничка припадност?	Apakah etnik anda?	നിങ്ങളുടെ വംശീയത എന്താണ്?	तुमची वांशिकता काय आहे?	Таны үндэс угсаа юу вэ?	तपाईको जातीयता के हो?	Hva er din etnisitet?	قومیت شما چیست؟	Jaki jest twój pochodzenie etniczne?	Qual é a sua etnia?	Care este etnia ta?	Какая у вас этническая принадлежность?	Која је твоја етничка припадност?	ඔබේ ජනවාර්ගිකත්වය කුමක්ද?	Aká je tvoja etnicita?	Kakšna je vaša narodnost?	¿Cuál es tu etnia?	Ukabila wako ni nini?	Vad är din etnicitet?	మీ జాతి ఏమిటి?	ชาติพันธุ์ของคุณคืออะไร?	Etnik kökenin nedir?	Яка ваша етнічна приналежність?	Dân tộc của bạn là gì?	Yini ubuzwe bakho?
txt_show_on_my_profile	Capfirstchar	Show on my profile	Show on my profile	Mostrar en mi perfil	تظهر على ملفي الشخصي	Ցույց տալ իմ պրոֆիլում	Profilimdə göstər	Erakutsi nire profilean	Паказаць у маім профілі	আমার প্রোফাইলে দেখান	Покажи в моя профил	ကျွန်ုပ်၏ပရိုဖိုင်တွင် ပြပါ။	Mostra al meu perfil	显示在我的个人资料上	顯示在我的個人資料上	Prikaži na mom profilu	Zobrazit na mém profilu	Vis på min profil	Toon op mijn profiel	Näita minu profiilil	Show on my profile	Näytä profiilissani	Afficher sur mon profil	Auf meinem Profil anzeigen	Εμφάνιση στο προφίλ μου	הצג בפרופיל שלי	मेरी प्रोफ़ाइल पर दिखाएँ	Mutasd a profilomon	Sýna á prófílnum mínum	Tunjukkan di profil saya	Tunjukkan di profil saya	Mostra sul mio profilo	私のプロフィールに表示	ನನ್ನ ಪ್ರೊಫೈಲ್‌ನಲ್ಲಿ ತೋರಿಸು	បង្ហាញនៅលើប្រវត្តិរូបរបស់ខ្ញុំ	내 프로필에 표시	ສະແດງຢູ່ໃນໂປຣໄຟລ໌ຂອງຂ້ອຍ	Parādīt manā profilā	Rodyti mano profilyje	Прикажи на мојот профил	Tunjukkan pada profil saya	എൻ്റെ പ്രൊഫൈലിൽ കാണിക്കുക	माझ्या प्रोफाइलवर दाखवा	Миний профайл дээр харуул	मेरो प्रोफाइलमा देखाउनुहोस्	Vis på profilen min	نمایش در پروفایل من	Pokaż na moim profilu	Mostrar no meu perfil	Arată pe profilul meu	Показать в моем профиле	Прикажи на мом профилу	මගේ පැතිකඩෙහි පෙන්වන්න	Zobraziť na mojom profile	Prikaži na mojem profilu	Mostrar en mi perfil	Onyesha kwenye wasifu wangu	Visa på min profil	నా ప్రొఫైల్‌లో చూపించు	แสดงในโปรไฟล์ของฉัน	Profilimde göster	Показати в моєму профілі	Hiển thị trên hồ sơ của tôi	Bonisa kuphrofayela yami
txt_prefer_not_say	Capfirstchar	Prefer not to say	Prefer not to say	Prefiero no decirlo	افضل عدم القول	Նախընտրեք չասել	Deməməyi üstün tutmaq	Nahiago ez esatea	Аддайце перавагу не казаць	বলতে না পছন্দ	Предпочитам да не казвам	မပြောလို	Prefereixo no dir-ho	不想说	不想說	Radije ne bih rekao	Raději neříkat	Foretrækker ikke at sige	Zeg ik liever niet	Eelistada mitte öelda	Prefer not to say	Olla mieluummin sanomatta	Je préfère ne pas le dire	Mache lieber keine Angabe	Προτιμώ να μην πω	מעדיף שלא לומר	नहीं कहना पसंद करते हैं	Inkább nem mondom	Vil helst ekki segja	Lebih suka untuk tidak mengatakannya	Lebih suka untuk tidak mengatakannya	Preferisci non dire	どちらかというと言いたくない	ಹೇಳದಿರಲು ಆದ್ಯತೆ ನೀಡಿ	មិន​និយាយ​ល្អ​ជាង	말하지 않는 것을 선호합니다	ບໍ່ມັກເວົ້າ	Izvēlēties neteikt	Nenorėčiau sakyti	Претпочитаат да не кажуваат	Lebih baik tak perlu cakap	പറയാൻ ആഗ്രഹിക്കുന്നില്ല	म्हणणे पसंत करा	Хэлэхгүй байх нь дээр	नथाउन मन पर्छ	Foretrekker å ikke si	ترجیح میدهم نگویم	Wolę nie mówić	Prefiro não dizer	Prefer să nu spun	Предпочитаю не говорить	Радије да не кажем	නොකියන්න එපා	Radšej nepoviem	Raje ne bi rekel	Prefiero no decirlo	Upendekeze kusema	Föredrar att inte säga	చెప్పకూడదని ఇష్టపడండి	ไม่ชอบที่จะพูด	Söylememeyi tercih etmek	Вважайте за краще не говорити	Không thích nói	Uncamela ukungasho
txt_what_about_the_children	Capfirstchar	What about children?	What about children?	¿Qué pasa con los niños?	ماذا عن الأطفال؟	Ինչ վերաբերում է երեխաներին:	Bəs uşaqlar?	Haurrekin zer?	Што з дзецьмі?	শিশুদের সম্পর্কে কি?	Ами децата?	ကလေးတွေကော?	Què passa amb els nens?	那么孩子们呢？	那麼孩子呢？	Što je s djecom?	A co děti?	Hvad med børn?	Hoe zit het met kinderen?	Aga lapsed?	What about children?	Entä lapset?	Et les enfants ?	Was ist mit Kindern?	Τι γίνεται με τα παιδιά;	מה עם ילדים?	बच्चों के बारे में क्या?	Mi lesz a gyerekekkel?	Hvað með börn?	Bagaimana dengan anak-anak?	Bagaimana dengan anak-anak?	E i bambini?	子供たちはどうですか？	ಮಕ್ಕಳ ಬಗ್ಗೆ ಏನು?	ចុះកុមារវិញ?	아이들은 어떻습니까?	ເດັກນ້ອຍແມ່ນຫຍັງ?	Kā ar bērniem?	O kaip vaikai?	Што е со децата?	Bagaimana dengan kanak-kanak?	കുട്ടികളുടെ കാര്യമോ?	मुलांचे काय?	Хүүхдүүдийн талаар юу хэлэх вэ?	छोराछोरीको बारेमा के?	Hva med barn?	بچه ها چطور؟	A co z dziećmi?	E as crianças?	Dar copii?	А как насчет детей?	Шта је са децом?	දරුවන් ගැන කුමක් කිව හැකිද?	A čo deti?	Kaj pa otroci?	¿Qué pasa con los niños?	Vipi kuhusu watoto?	Hur är det med barn?	పిల్లల సంగతేంటి?	แล้วเด็กๆล่ะ?	Peki ya çocuklar?	Що з дітьми?	Còn trẻ em thì sao?	Kuthiwani ngezingane?
